"state" "account_length" "area_code" "international_plan" "voice_mail_plan" "number_vmail_messages" "total_day_minutes" "total_day_calls" "total_day_charge" "total_eve_minutes" "total_eve_calls" "total_eve_charge" "total_night_minutes" "total_night_calls" "total_night_charge" "total_intl_minutes" "total_intl_calls" "total_intl_charge" "number_customer_service_calls" "churn"
"4530" "MA" 126 "area_code_408" "no" "yes" 24 58.9 125 10.01 305.5 90 25.97 158.9 73 7.15 12.1 6 3.27 0 "no"
"4531" "ME" 28 "area_code_415" "no" "no" 0 236.8 102 40.26 167.1 87 14.2 280.2 115 12.61 9.7 3 2.62 3 "no"
"4532" "FL" 153 "area_code_415" "no" "no" 0 228.9 102 38.91 160.7 136 13.66 203.1 109 9.14 12.5 2 3.38 0 "no"
"4533" "NH" 97 "area_code_408" "no" "yes" 32 90 87 15.3 276.3 113 23.49 185.2 107 8.33 8.6 6 2.32 2 "yes"
"4534" "IN" 115 "area_code_408" "no" "no" 0 146.7 128 24.94 106.2 74 9.03 197.7 104 8.9 11.1 4 3 2 "no"
"4535" "WI" 95 "area_code_408" "no" "no" 0 237.3 83 40.34 154 65 13.09 237 105 10.67 11.2 6 3.02 1 "no"
"4536" "MA" 17 "area_code_415" "yes" "no" 0 162.8 118 27.68 229.6 91 19.52 332.7 94 14.97 13.6 3 3.67 0 "yes"
"4537" "NH" 105 "area_code_415" "no" "yes" 20 186.9 114 31.77 256.3 91 21.79 334.7 104 15.06 8.9 2 2.4 1 "no"
"4538" "TX" 121 "area_code_415" "no" "no" 0 86.1 100 14.64 259.8 113 22.08 148 79 6.66 9.1 9 2.46 2 "no"
"4539" "NC" 125 "area_code_408" "no" "no" 0 212.3 89 36.09 215.4 127 18.31 186.8 73 8.41 11.3 2 3.05 2 "no"
"4540" "CT" 124 "area_code_415" "no" "no" 0 151 98 25.67 120.6 119 10.25 152.8 81 6.88 9.2 2 2.48 2 "no"
"4541" "NJ" 35 "area_code_408" "no" "no" 0 158.6 67 26.96 130.4 96 11.08 229.8 80 10.34 6.9 5 1.86 2 "no"
"4542" "WY" 134 "area_code_510" "no" "no" 0 296 93 50.32 226.4 117 19.24 246.8 98 11.11 12.3 10 3.32 0 "yes"
"4543" "LA" 123 "area_code_510" "no" "yes" 32 212.3 77 36.09 251.5 78 21.38 208.7 85 9.39 6.6 2 1.78 3 "no"
"4544" "NV" 124 "area_code_415" "no" "no" 0 234.4 61 39.85 179.3 111 15.24 285.5 117 12.85 10.4 6 2.81 3 "no"
"4545" "WV" 133 "area_code_510" "no" "no" 0 176.8 92 30.06 187.5 97 15.94 196.8 88 8.86 6.5 3 1.76 2 "no"
"4546" "AR" 185 "area_code_415" "no" "yes" 19 157.3 123 26.74 257.7 94 21.9 190.4 107 8.57 9.6 6 2.59 0 "no"
"4547" "SC" 1 "area_code_415" "no" "yes" 26 146.6 68 24.92 172.8 67 14.69 173.8 113 7.82 10 2 2.7 1 "no"
"4548" "KS" 107 "area_code_415" "no" "no" 0 260.5 108 44.29 102.4 110 8.7 129.7 148 5.84 9.8 5 2.65 1 "no"
"4549" "NY" 91 "area_code_415" "no" "yes" 20 146.1 98 24.84 277.4 104 23.58 137.7 100 6.2 6.2 3 1.67 1 "no"
"4550" "MI" 178 "area_code_408" "yes" "no" 0 124.5 134 21.17 141.2 78 12 268.2 113 12.07 11.4 2 3.08 2 "yes"
"4551" "MA" 123 "area_code_415" "no" "no" 0 209.4 49 35.6 237.4 117 20.18 239.2 98 10.76 9.8 11 2.65 1 "no"
"4552" "UT" 170 "area_code_415" "no" "no" 0 285.7 44 48.57 167.5 144 14.24 260 97 11.7 8.7 4 2.35 1 "yes"
"4553" "HI" 135 "area_code_415" "no" "no" 0 190.9 44 32.45 161.4 109 13.72 231.9 100 10.44 8.4 2 2.27 1 "no"
"4554" "PA" 85 "area_code_408" "no" "no" 0 144.4 88 24.55 264.6 105 22.49 185.4 94 8.34 9.9 3 2.67 1 "no"
"4555" "OR" 134 "area_code_415" "no" "yes" 50 208.8 130 35.5 132.9 104 11.3 136.7 107 6.15 11.1 4 3 2 "no"
"4556" "TN" 148 "area_code_415" "no" "yes" 36 77.6 141 13.19 207 60 17.6 255.7 115 11.51 10.9 2 2.94 1 "no"
"4557" "CT" 93 "area_code_415" "no" "no" 0 271.1 101 46.09 237.4 133 20.18 145.4 103 6.54 8.4 6 2.27 1 "yes"
"4558" "AZ" 138 "area_code_415" "no" "no" 0 240.8 104 40.94 144.5 92 12.28 125.7 98 5.66 11.6 1 3.13 0 "no"
"4559" "OR" 159 "area_code_510" "no" "no" 0 114.8 98 19.52 192.6 101 16.37 259 108 11.66 12.2 5 3.29 0 "no"
"4560" "DE" 103 "area_code_415" "no" "yes" 34 138.8 80 23.6 142 108 12.07 183.8 77 8.27 11.8 7 3.19 1 "no"
"4561" "MA" 150 "area_code_408" "no" "yes" 27 209.8 112 35.67 155 80 13.18 251.5 111 11.32 7.2 6 1.94 0 "no"
"4562" "CT" 37 "area_code_408" "no" "no" 0 134.9 98 22.93 248.4 130 21.11 236.2 113 10.63 14.7 2 3.97 3 "no"
"4563" "AR" 33 "area_code_415" "yes" "no" 0 164 99 27.88 153.1 102 13.01 123.8 104 5.57 6.4 4 1.73 0 "no"
"4564" "SD" 55 "area_code_415" "no" "no" 0 245.5 130 41.74 192.7 54 16.38 141.7 83 6.38 9.1 4 2.46 1 "no"
"4565" "CT" 134 "area_code_408" "no" "yes" 32 80.3 94 13.65 199.9 124 16.99 170.8 117 7.69 16.6 3 4.48 0 "no"
"4566" "CT" 107 "area_code_408" "no" "no" 0 90.7 90 15.42 207.5 109 17.64 169.4 96 7.62 5.6 5 1.51 2 "no"
"4567" "MA" 80 "area_code_408" "no" "yes" 36 190.3 115 32.35 256.6 78 21.81 214.9 145 9.67 3.8 4 1.03 1 "no"
"4568" "MS" 78 "area_code_408" "no" "no" 0 108.6 108 18.46 209.9 126 17.84 222.6 117 10.02 7.9 5 2.13 1 "yes"
"4569" "MT" 85 "area_code_408" "no" "yes" 17 89.8 88 15.27 233.2 75 19.82 165.7 116 7.46 9.3 7 2.51 4 "yes"
"4570" "AK" 61 "area_code_415" "no" "yes" 15 252.4 106 42.91 187.8 69 15.96 259.6 137 11.68 10 3 2.7 2 "no"
"4571" "DE" 97 "area_code_415" "no" "yes" 32 183.4 94 31.18 269.1 120 22.87 203.5 38 9.16 6.7 4 1.81 5 "no"
"4572" "OH" 136 "area_code_408" "yes" "no" 0 183.4 103 31.18 141.9 113 12.06 200.4 122 9.02 10.4 9 2.81 2 "no"
"4573" "MN" 135 "area_code_408" "no" "no" 0 155.2 100 26.38 135.9 84 11.55 184.6 82 8.31 3.8 9 1.03 3 "no"
"4574" "CA" 87 "area_code_415" "no" "yes" 19 165.8 122 28.19 186.9 89 15.89 249.7 78 11.24 0 0 0 1 "no"
"4575" "OH" 165 "area_code_510" "no" "no" 0 209.4 67 35.6 273.8 89 23.27 150.2 88 6.76 12.8 1 3.46 0 "no"
"4576" "NV" 148 "area_code_415" "no" "no" 0 279.3 104 47.48 201.6 87 17.14 280.8 99 12.64 7.9 2 2.13 2 "yes"
"4577" "SC" 99 "area_code_415" "no" "no" 0 174.1 102 29.6 99.1 118 8.42 211.6 126 9.52 7.7 2 2.08 2 "no"
"4578" "WV" 123 "area_code_415" "no" "no" 0 175.7 78 29.87 184.6 96 15.69 156.9 92 7.06 9.1 2 2.46 2 "no"
"4579" "NM" 127 "area_code_415" "yes" "no" 0 256.5 87 43.61 222.1 101 18.88 156.7 122 7.05 13 3 3.51 1 "no"
"4580" "WY" 151 "area_code_415" "no" "no" 0 170.2 89 28.93 187.5 83 15.94 119.5 100 5.38 4.3 3 1.16 0 "no"
"4581" "CA" 185 "area_code_408" "no" "no" 0 139.6 92 23.73 250.2 115 21.27 158.1 79 7.11 10.8 4 2.92 1 "no"
"4582" "KS" 65 "area_code_415" "no" "yes" 34 208.8 119 35.5 142.1 106 12.08 214.6 87 9.66 12.5 4 3.38 4 "no"
"4583" "WY" 58 "area_code_510" "no" "no" 0 210.1 126 35.72 248.9 108 21.16 158.6 88 7.14 14.4 2 3.89 4 "no"
"4584" "OK" 104 "area_code_415" "no" "no" 0 113.6 87 19.31 158.6 98 13.48 187.7 87 8.45 10.5 6 2.84 2 "no"
"4585" "UT" 44 "area_code_415" "no" "no" 0 202.6 89 34.44 163 96 13.86 268.1 151 12.06 8.3 3 2.24 0 "no"
"4586" "MA" 58 "area_code_408" "no" "no" 0 174.4 112 29.65 265.8 122 22.59 182.4 87 8.21 0 0 0 4 "no"
"4587" "UT" 108 "area_code_415" "no" "no" 0 210.6 117 35.8 164.2 103 13.96 201.4 68 9.06 9.4 5 2.54 0 "no"
"4588" "MN" 132 "area_code_510" "no" "no" 0 121.5 88 20.66 253 124 21.51 195.7 120 8.81 10.7 4 2.89 1 "no"
"4589" "NE" 80 "area_code_415" "no" "no" 0 127.8 67 21.73 181.6 112 15.44 197.3 63 8.88 15.9 2 4.29 2 "no"
"4590" "OH" 162 "area_code_415" "no" "no" 0 135.2 98 22.98 242 107 20.57 246.9 96 11.11 10.2 2 2.75 2 "no"
"4591" "KY" 110 "area_code_510" "no" "no" 0 99.4 62 16.9 275 86 23.38 212.1 94 9.54 16.7 3 4.51 2 "no"
"4592" "WA" 96 "area_code_415" "no" "no" 0 276.9 105 47.07 246.9 94 20.99 254.4 107 11.45 10.3 3 2.78 1 "yes"
"4593" "NY" 168 "area_code_408" "no" "no" 0 163.4 134 27.78 240.1 87 20.41 164 147 7.38 11.6 2 3.13 2 "yes"
"4594" "IN" 72 "area_code_510" "no" "no" 0 287.4 116 48.86 235.3 126 20 292.1 114 13.14 5 3 1.35 4 "yes"
"4595" "CO" 125 "area_code_408" "no" "yes" 23 120.5 104 20.49 227.8 115 19.36 158.5 100 7.13 10.2 3 2.75 1 "no"
"4596" "DC" 170 "area_code_510" "no" "no" 0 184.1 106 31.3 204.9 70 17.42 224.3 133 10.09 9.8 3 2.65 2 "no"
"4597" "AK" 71 "area_code_510" "no" "no" 0 185 84 31.45 232.5 129 19.76 191.1 82 8.6 14.9 4 4.02 3 "no"
"4598" "SC" 124 "area_code_415" "no" "no" 0 160.9 109 27.35 144.2 152 12.26 120.4 97 5.42 12.9 12 3.48 1 "no"
"4599" "KS" 68 "area_code_415" "no" "no" 0 207.6 68 35.29 251.6 123 21.39 191.6 100 8.62 10.9 6 2.94 2 "no"
"4600" "UT" 97 "area_code_415" "no" "no" 0 209.2 134 35.56 0 0 0 175.4 94 7.89 11.8 6 3.19 1 "no"
"4601" "IL" 98 "area_code_510" "yes" "no" 0 158.4 71 26.93 306.6 66 26.06 144.2 93 6.49 2.1 4 0.57 1 "no"
"4602" "DC" 24 "area_code_408" "no" "no" 0 149 73 25.33 131 81 11.14 238.6 69 10.74 8.6 3 2.32 2 "yes"
"4603" "DC" 136 "area_code_510" "no" "no" 0 204.5 63 34.77 208.8 95 17.75 224 119 10.08 9.8 2 2.65 0 "no"
"4604" "OK" 44 "area_code_408" "no" "no" 0 288.8 86 49.1 175.9 87 14.95 215.4 106 9.69 9.5 2 2.57 0 "yes"
"4605" "KY" 96 "area_code_415" "no" "yes" 40 108.6 90 18.46 206.4 154 17.54 126.3 118 5.68 13.4 4 3.62 0 "no"
"4606" "NE" 31 "area_code_415" "no" "no" 0 97.5 129 16.58 260.4 78 22.13 88.7 100 3.99 7 5 1.89 1 "no"
"4607" "AL" 72 "area_code_415" "no" "no" 0 166.5 102 28.31 261 103 22.19 262.7 85 11.82 13.3 5 3.59 0 "no"
"4608" "HI" 24 "area_code_415" "no" "no" 0 156.2 104 26.55 90 101 7.65 205.1 116 9.23 7.3 5 1.97 1 "no"
"4609" "SC" 112 "area_code_415" "no" "yes" 31 225.2 89 38.28 256.8 117 21.83 249.7 87 11.24 11.5 1 3.11 4 "no"
"4610" "GA" 117 "area_code_415" "yes" "no" 0 287.4 118 48.86 259.6 84 22.07 153.2 86 6.89 10 3 2.7 1 "yes"
"4611" "KS" 137 "area_code_415" "no" "yes" 19 175.3 96 29.8 241.3 146 20.51 211.4 109 9.51 7.8 2 2.11 0 "no"
"4612" "PA" 136 "area_code_408" "no" "no" 0 102.1 75 17.36 219.5 97 18.66 73.7 92 3.32 9.8 5 2.65 0 "no"
"4613" "UT" 95 "area_code_415" "no" "no" 0 157.9 103 26.84 259.6 90 22.07 230 117 10.35 14 2 3.78 0 "no"
"4614" "OR" 82 "area_code_415" "no" "yes" 19 146.5 73 24.91 246.4 65 20.94 199 114 8.96 4.1 4 1.11 1 "no"
"4615" "ND" 145 "area_code_415" "no" "no" 0 245.8 116 41.79 286.7 91 24.37 240.7 115 10.83 9 13 2.43 1 "yes"
"4616" "KY" 56 "area_code_415" "yes" "no" 0 177.7 114 30.21 215.6 110 18.33 236.7 67 10.65 10.5 5 2.84 1 "no"
"4617" "MN" 155 "area_code_408" "yes" "no" 0 250.8 146 42.64 152.5 105 12.96 148.1 104 6.66 10 5 2.7 2 "no"
"4618" "OH" 133 "area_code_408" "no" "no" 0 117.8 100 20.03 199.2 105 16.93 244.1 119 10.98 11.8 4 3.19 0 "yes"
"4619" "TX" 53 "area_code_415" "no" "no" 0 119.7 113 20.35 189.7 84 16.12 256.2 108 11.53 12.9 7 3.48 2 "no"
"4620" "WY" 123 "area_code_415" "no" "no" 0 242.2 87 41.17 226.1 101 19.22 268.6 121 12.09 8.2 3 2.21 5 "yes"
"4621" "GA" 136 "area_code_415" "no" "no" 0 163.4 83 27.78 249.3 119 21.19 249.7 90 11.24 9.8 4 2.65 7 "no"
"4622" "TX" 57 "area_code_415" "no" "no" 0 161 113 27.37 208 134 17.68 208.1 81 9.36 8.4 4 2.27 3 "no"
"4623" "WV" 62 "area_code_408" "no" "no" 0 128.7 111 21.88 169.5 104 14.41 193.6 97 8.71 10.3 5 2.78 1 "no"
"4624" "NM" 112 "area_code_415" "no" "no" 0 81.6 94 13.87 268.1 112 22.79 140.8 75 6.34 8.6 18 2.32 1 "no"
"4625" "MI" 55 "area_code_415" "no" "yes" 20 207.7 91 35.31 199.7 113 16.97 216.5 110 9.74 7.3 1 1.97 1 "no"
"4626" "NC" 95 "area_code_408" "no" "no" 0 128.6 115 21.86 216.2 88 18.38 255.3 96 11.49 6.3 2 1.7 6 "yes"
"4627" "NY" 125 "area_code_415" "no" "no" 0 233.3 65 39.66 209.8 93 17.83 210.6 109 9.48 9.1 4 2.46 1 "no"
"4628" "TX" 1 "area_code_415" "no" "no" 0 182.1 106 30.96 134.9 106 11.47 152.3 75 6.85 10 3 2.7 5 "yes"
"4629" "KY" 98 "area_code_415" "no" "yes" 36 168 81 28.56 163.2 125 13.87 172.7 120 7.77 8 2 2.16 6 "yes"
"4630" "SD" 105 "area_code_415" "no" "no" 0 251.6 88 42.77 175.1 103 14.88 184.4 112 8.3 5.4 5 1.46 1 "no"
"4631" "ID" 113 "area_code_415" "no" "yes" 30 183.8 102 31.25 183.4 123 15.59 235 52 10.58 11.6 7 3.13 0 "no"
"4632" "OR" 99 "area_code_408" "no" "no" 0 256.4 44 43.59 214.5 105 18.23 233.7 75 10.52 7.9 1 2.13 3 "yes"
"4633" "WI" 103 "area_code_415" "no" "no" 0 180.2 134 30.63 97.7 85 8.3 181.7 134 8.18 8.4 3 2.27 1 "no"
"4634" "WV" 177 "area_code_408" "no" "no" 0 227.8 81 38.73 161.8 97 13.75 217 106 9.76 8 5 2.16 1 "no"
"4635" "SC" 149 "area_code_415" "no" "yes" 20 147.8 132 25.13 276.8 94 23.53 149.9 110 6.75 10.2 6 2.75 0 "no"
"4636" "CT" 160 "area_code_415" "no" "no" 0 234.9 136 39.93 270.8 134 23.02 219.3 101 9.87 13.9 2 3.75 1 "yes"
"4637" "NV" 116 "area_code_408" "no" "no" 0 110.9 54 18.85 213.4 82 18.14 186.2 116 8.38 7.9 2 2.13 2 "no"
"4638" "ND" 90 "area_code_415" "no" "yes" 22 124.5 94 21.17 231.7 90 19.69 222.2 108 10 6.4 12 1.73 1 "no"
"4639" "MI" 148 "area_code_415" "yes" "no" 0 233.5 81 39.7 187.7 71 15.95 122.3 97 5.5 9.6 2 2.59 0 "yes"
"4640" "MT" 147 "area_code_415" "no" "yes" 35 197.3 134 33.54 141.1 99 11.99 212.1 90 9.54 10.1 4 2.73 2 "yes"
"4641" "NE" 95 "area_code_510" "no" "no" 0 58.2 96 9.89 202.1 126 17.18 210.5 97 9.47 10.4 5 2.81 0 "no"
"4642" "UT" 201 "area_code_510" "no" "no" 0 212.7 72 36.16 225.2 90 19.14 195.1 99 8.78 7 6 1.89 1 "no"
"4643" "WV" 80 "area_code_415" "no" "no" 0 151.5 89 25.76 131.7 78 11.19 235.3 131 10.59 11.8 4 3.19 0 "no"
"4644" "AR" 122 "area_code_415" "yes" "no" 0 146.3 117 24.87 218.7 93 18.59 236 97 10.62 11.5 5 3.11 1 "no"
"4645" "MT" 132 "area_code_408" "no" "no" 0 195.1 100 33.17 148.8 95 12.65 224.5 117 10.1 6.7 2 1.81 0 "no"
"4646" "UT" 83 "area_code_510" "no" "no" 0 208.9 71 35.51 214.8 92 18.26 247.9 108 11.16 13 5 3.51 1 "no"
"4647" "HI" 99 "area_code_408" "no" "no" 0 135.7 107 23.07 208.4 103 17.71 209 95 9.4 8.8 3 2.38 7 "yes"
"4648" "KS" 84 "area_code_415" "no" "no" 0 225.9 86 38.4 275.6 105 23.43 201.4 108 9.06 14.3 3 3.86 3 "yes"
"4649" "NY" 46 "area_code_415" "no" "no" 0 122.2 67 20.77 167.2 62 14.21 194.8 98 8.77 9.7 6 2.62 1 "no"
"4650" "OH" 87 "area_code_510" "no" "no" 0 153.3 106 26.06 224.5 117 19.08 273.4 152 12.3 8.9 5 2.4 2 "no"
"4651" "HI" 150 "area_code_415" "no" "no" 0 214 117 36.38 192.4 89 16.35 242.6 99 10.92 7.9 4 2.13 1 "no"
"4652" "KS" 73 "area_code_408" "no" "no" 0 194.8 112 33.12 167.2 85 14.21 100.3 61 4.51 10.8 6 2.92 1 "no"
"4653" "IN" 7 "area_code_415" "no" "no" 0 206.7 87 35.14 281.1 83 23.89 158.5 77 7.13 11 5 2.97 3 "no"
"4654" "OR" 89 "area_code_415" "no" "yes" 12 188 105 31.96 151.3 107 12.86 201.9 132 9.09 10.5 3 2.84 2 "no"
"4655" "NY" 131 "area_code_408" "yes" "no" 0 122.3 83 20.79 118.8 94 10.1 147.9 95 6.66 13.7 3 3.7 3 "yes"
"4656" "VA" 105 "area_code_415" "no" "no" 0 259.3 96 44.08 175.2 97 14.89 222.4 36 10.01 12 5 3.24 3 "no"
"4657" "MI" 108 "area_code_408" "yes" "no" 0 115.1 114 19.57 211.3 70 17.96 136.1 85 6.12 13.8 3 3.73 2 "yes"
"4658" "ID" 47 "area_code_415" "no" "yes" 28 172.9 109 29.39 137.6 94 11.7 203.8 109 9.17 8.3 6 2.24 1 "no"
"4659" "MO" 101 "area_code_415" "yes" "no" 0 156.4 116 26.59 130.4 114 11.08 207.3 109 9.33 7.3 5 1.97 1 "no"
"4660" "AL" 182 "area_code_415" "no" "yes" 24 128.1 104 21.78 143.4 127 12.19 191 98 8.59 11.6 3 3.13 1 "no"
"4661" "OR" 161 "area_code_408" "no" "no" 0 196.6 73 33.42 170.2 79 14.47 194.3 79 8.74 12.5 3 3.38 1 "no"
"4662" "VT" 128 "area_code_408" "no" "no" 0 227.9 130 38.74 302.6 71 25.72 191.5 82 8.62 5.5 7 1.49 1 "yes"
"4663" "AZ" 69 "area_code_415" "no" "yes" 31 194.9 63 33.13 191.6 90 16.29 153 129 6.89 13.2 2 3.56 2 "no"
"4664" "VA" 113 "area_code_408" "no" "yes" 34 44.9 63 7.63 134.2 82 11.41 168.4 118 7.58 13.3 3 3.59 1 "no"
"4665" "PA" 87 "area_code_408" "no" "yes" 30 262.8 114 44.68 215.8 130 18.34 154.8 88 6.97 7.8 2 2.11 0 "no"
"4666" "CO" 71 "area_code_415" "no" "no" 0 211.2 70 35.9 252.7 122 21.48 225.8 104 10.16 12.3 3 3.32 0 "no"
"4667" "KY" 76 "area_code_415" "no" "no" 0 204 69 34.68 225.1 110 19.13 240.3 85 10.81 9.6 5 2.59 1 "no"
"4668" "NJ" 87 "area_code_510" "no" "no" 0 223.2 109 37.94 127.5 86 10.84 289.3 83 13.02 14.5 4 3.92 3 "no"
"4669" "IL" 117 "area_code_408" "no" "no" 0 119 82 20.23 187.5 108 15.94 189.3 97 8.52 11.5 3 3.11 1 "no"
"4670" "WA" 177 "area_code_415" "no" "no" 0 266.1 91 45.24 225.2 79 19.14 224.7 58 10.11 8.9 8 2.4 3 "yes"
"4671" "WV" 95 "area_code_415" "no" "no" 0 134.4 104 22.85 152.4 95 12.95 236.5 80 10.64 9.4 3 2.54 1 "no"
"4672" "RI" 76 "area_code_415" "no" "no" 0 171.1 78 29.09 257.2 83 21.86 91.6 92 4.12 16.2 3 4.37 1 "no"
"4673" "OH" 66 "area_code_415" "no" "no" 0 170.5 103 28.99 254.3 77 21.62 197.3 138 8.88 10.5 2 2.84 2 "no"
"4674" "MO" 110 "area_code_415" "no" "no" 0 178.5 124 30.35 146.9 141 12.49 217.1 102 9.77 9.9 7 2.67 1 "no"
"4675" "MD" 204 "area_code_510" "no" "no" 0 205.2 145 34.88 154.8 95 13.16 191.4 77 8.61 14.1 5 3.81 3 "no"
"4676" "OH" 32 "area_code_415" "no" "yes" 31 232.8 97 39.58 183.5 111 15.6 206.8 111 9.31 13 2 3.51 0 "no"
"4677" "VA" 133 "area_code_408" "no" "yes" 39 239.9 107 40.78 253.8 77 21.57 128.7 85 5.79 6.7 3 1.81 5 "no"
"4678" "FL" 185 "area_code_408" "no" "no" 0 55.6 97 9.45 288.7 83 24.54 111.2 110 5 12.1 3 3.27 2 "no"
"4679" "CO" 103 "area_code_415" "no" "yes" 37 153.5 78 26.1 241.9 108 20.56 244.7 110 11.01 10.6 3 2.86 1 "no"
"4680" "NY" 91 "area_code_510" "no" "no" 0 109.8 100 18.67 189.6 104 16.12 206.7 85 9.3 11.1 3 3 1 "no"
"4681" "WV" 131 "area_code_415" "no" "no" 0 196.1 89 33.34 185.5 87 15.77 250 132 11.25 5.2 6 1.4 2 "no"
"4682" "LA" 153 "area_code_510" "no" "no" 0 166.8 127 28.36 143.5 121 12.2 210.7 130 9.48 11.8 4 3.19 0 "no"
"4683" "MA" 132 "area_code_415" "no" "yes" 25 113.2 96 19.24 269.9 107 22.94 229.1 87 10.31 7.1 7 1.92 2 "no"
"4684" "UT" 148 "area_code_510" "no" "no" 0 203 92 34.51 150.9 125 12.83 245.5 131 11.05 14.6 9 3.94 1 "no"
"4685" "AL" 141 "area_code_408" "no" "no" 0 242.8 90 41.28 234.1 80 19.9 211.5 104 9.52 6 3 1.62 5 "no"
"4686" "ME" 105 "area_code_415" "no" "no" 0 156.5 102 26.61 140.2 134 11.92 227.4 111 10.23 12.2 2 3.29 2 "no"
"4687" "TX" 169 "area_code_408" "no" "no" 0 266.7 105 45.34 158.2 88 13.45 287.7 111 12.95 13.8 3 3.73 3 "yes"
"4688" "ND" 127 "area_code_415" "no" "yes" 23 182 80 30.94 216.1 85 18.37 156.9 82 7.06 9.8 4 2.65 1 "no"
"4689" "CO" 57 "area_code_415" "no" "no" 0 85.9 92 14.6 193.9 127 16.48 231.5 93 10.42 10.1 2 2.73 0 "no"
"4690" "LA" 123 "area_code_415" "no" "yes" 33 146.6 87 24.92 114.8 59 9.76 220.4 99 9.92 2.9 7 0.78 0 "no"
"4691" "MT" 103 "area_code_510" "no" "yes" 35 110.5 101 18.79 208.3 81 17.71 87.4 77 3.93 13.9 2 3.75 4 "yes"
"4692" "OR" 101 "area_code_415" "no" "no" 0 118.6 89 20.16 199.6 97 16.97 53.3 61 2.4 11.5 5 3.11 1 "no"
"4693" "NH" 123 "area_code_415" "no" "yes" 22 197.6 105 33.59 80 86 6.8 120.8 82 5.44 15.6 12 4.21 2 "no"
"4694" "NE" 78 "area_code_510" "no" "yes" 32 210.3 116 35.75 192.2 83 16.34 246.1 92 11.07 10.8 4 2.92 6 "no"
"4695" "WV" 101 "area_code_415" "no" "yes" 28 220.3 96 37.45 285.8 72 24.29 203 111 9.14 9.4 6 2.54 4 "no"
"4696" "NV" 129 "area_code_415" "no" "no" 0 150 98 25.5 232.4 101 19.75 261.2 123 11.75 12.5 6 3.38 1 "no"
"4697" "MA" 67 "area_code_415" "no" "yes" 34 161.7 114 27.49 207.6 115 17.65 205.7 114 9.26 9.2 4 2.48 0 "no"
"4698" "MI" 37 "area_code_415" "no" "no" 0 191.4 116 32.54 167.4 99 14.23 216.5 112 9.74 14 5 3.78 3 "no"
"4699" "KY" 64 "area_code_415" "yes" "no" 0 146.7 83 24.94 148.3 91 12.61 238.6 69 10.74 12.5 3 3.38 3 "no"
"4700" "WV" 173 "area_code_510" "no" "no" 0 109.4 103 18.6 101.3 111 8.61 167.3 106 7.53 7.8 7 2.11 1 "no"
"4701" "KY" 135 "area_code_510" "no" "no" 0 144.1 115 24.5 249.8 68 21.23 211.4 82 9.51 13.6 3 3.67 1 "no"
"4702" "NJ" 75 "area_code_415" "no" "yes" 42 248.9 93 42.31 170.8 108 14.52 104.5 91 4.7 11.2 8 3.02 1 "no"
"4703" "ME" 88 "area_code_415" "no" "no" 0 85.7 112 14.57 221.6 70 18.84 190.6 75 8.58 11.6 3 3.13 4 "yes"
"4704" "TX" 112 "area_code_415" "no" "no" 0 214.8 112 36.52 209.7 104 17.82 164.4 97 7.4 9.4 5 2.54 3 "no"
"4705" "MN" 113 "area_code_408" "no" "no" 0 158.9 137 27.01 242.8 109 20.64 247.8 97 11.15 6.5 4 1.76 0 "no"
"4706" "VA" 121 "area_code_510" "no" "yes" 28 110 94 18.7 141.5 76 12.03 237.3 87 10.68 6.4 3 1.73 2 "no"
"4707" "DC" 70 "area_code_415" "no" "no" 0 152.8 145 25.98 183.6 102 15.61 151.8 75 6.83 10.5 2 2.84 1 "no"
"4708" "MD" 90 "area_code_415" "no" "no" 0 145.6 103 24.75 197.1 137 16.75 294.5 83 13.25 10.5 4 2.84 0 "no"
"4709" "RI" 39 "area_code_408" "no" "no" 0 93.3 83 15.86 199.6 114 16.97 206.2 104 9.28 6.5 4 1.76 0 "no"
"4710" "MA" 142 "area_code_408" "no" "no" 0 216.8 134 36.86 187.8 106 15.96 138.1 108 6.21 8.3 2 2.24 0 "no"
"4711" "MD" 176 "area_code_408" "no" "no" 0 201.9 101 34.32 154.7 78 13.15 164.4 79 7.4 9 2 2.43 1 "no"
"4712" "NM" 105 "area_code_408" "no" "no" 0 146.4 81 24.89 225.1 80 19.13 230.1 117 10.35 8.5 2 2.3 1 "no"
"4713" "MN" 57 "area_code_415" "no" "no" 0 272.7 74 46.36 224.9 85 19.12 178.2 104 8.02 10.5 3 2.84 2 "yes"
"4714" "MI" 110 "area_code_510" "no" "no" 0 18.9 92 3.21 258.4 81 21.96 109.6 74 4.93 14.8 4 4 1 "no"
"4715" "AZ" 88 "area_code_415" "no" "no" 0 172.8 81 29.38 193.4 90 16.44 89.6 107 4.03 12.8 5 3.46 2 "no"
"4716" "AL" 95 "area_code_408" "no" "no" 0 190.2 119 32.33 157.1 70 13.35 181.5 120 8.17 14 6 3.78 0 "no"
"4717" "MI" 147 "area_code_415" "no" "no" 0 130.6 83 22.2 208.1 144 17.69 204.6 72 9.21 15.6 3 4.21 3 "no"
"4718" "SC" 101 "area_code_415" "no" "no" 0 158.4 92 26.93 188 117 15.98 219.7 125 9.89 13.5 4 3.65 4 "yes"
"4719" "MS" 115 "area_code_415" "no" "no" 0 166.5 111 28.31 236.2 98 20.08 205.6 92 9.25 15.6 2 4.21 1 "no"
